order_id,order_value,category,discount_pct,payment_method,past_orders,past_returns,account_age_days,city_tier,delivery_days,product_rating,returned
ORD106026,1345.02,Groceries,28.6,Prepaid,1,0,115,Metro,8,4.6,0
ORD106027,118.53,Home,32.2,Prepaid,4,1,176,Metro,3,3.4,0
ORD106028,2351.42,Groceries,17.4,Prepaid,7,1,73,Tier2,9,4.5,0
ORD106029,1662.79,Beauty,38.4,COD,4,1,329,Tier2,3,3.9,1
ORD106030,1140.05,Footwear,11.3,COD,7,2,25,Metro,1,4.2,1
ORD106031,888.85,Books,15.5,Prepaid,1,1,396,Tier2,9,5.0,0
ORD106032,811.4,Apparel,8.5,Prepaid,4,0,338,Metro,6,4.0,0
ORD106033,1746.82,Groceries,10.5,COD,5,0,157,Tier2,3,5.0,0
ORD106034,4339.82,Groceries,15.2,COD,2,0,30,Metro,4,4.0,1
ORD106035,920.98,Electronics,46.0,Prepaid,5,3,615,Metro,3,4.4,0
ORD106036,745.93,Footwear,16.7,Prepaid,8,0,908,Metro,3,3.9,0
ORD106037,2214.14,Home,11.2,Prepaid,8,0,24,Tier2,7,4.0,0
ORD106038,2728.51,Groceries,9.5,COD,4,0,679,Tier3,4,3.6,0
ORD106039,892.15,Books,27.3,COD,6,3,6,Tier3,9,3.7,0
ORD106040,1804.59,Electronics,8.0,Prepaid,6,1,135,Metro,9,3.8,0
ORD106041,831.6,Home,6.7,Prepaid,2,0,175,Metro,8,4.0,1
ORD106042,473.49,Groceries,18.1,Prepaid,2,1,62,Tier3,1,3.6,0
ORD106043,578.95,Books,49.6,Prepaid,3,2,63,Tier3,8,3.3,1
ORD106044,1410.22,Beauty,17.2,Prepaid,2,0,339,Tier2,3,4.3,0
ORD106045,671.24,Electronics,21.8,COD,2,1,240,Metro,3,4.3,0
ORD106046,144.22,Books,37.0,Prepaid,4,0,388,Metro,5,3.7,0
ORD106047,3815.1,Beauty,18.2,COD,4,1,38,Metro,3,4.5,0
ORD106048,1755.03,Footwear,21.3,COD,5,0,85,Tier2,4,3.9,0
ORD106049,62.13,Electronics,25.8,Prepaid,5,0,164,Metro,2,4.8,0
ORD106050,315.46,Beauty,24.5,Prepaid,3,0,676,Tier2,3,3.6,0
ORD106051,1195.53,Home,10.5,Prepaid,6,1,171,Metro,8,2.5,0
ORD106052,979.94,Books,25.6,Prepaid,3,0,132,Tier2,3,4.2,0
ORD106053,2008.52,Home,26.0,Prepaid,2,2,191,Metro,2,3.4,1
ORD106054,410.6,Beauty,14.7,COD,8,0,54,Metro,2,4.8,0
ORD106055,2788.28,Beauty,35.2,Prepaid,2,1,296,Metro,4,4.3,0
ORD106056,2388.22,Home,40.6,COD,4,0,461,Metro,5,3.1,1
ORD106057,2459.81,Books,27.6,Prepaid,7,0,37,Tier3,1,3.2,0
ORD106058,1791.77,Electronics,28.3,COD,2,0,139,Metro,7,4.8,0
ORD106059,679.85,Books,42.9,COD,1,1,37,Metro,7,4.6,1
ORD106060,2760.66,Electronics,7.5,Prepaid,2,0,115,Metro,4,4.6,0
ORD106061,3150.62,Apparel,24.2,COD,6,1,344,Tier3,9,5.0,1
ORD106062,1105.23,Apparel,1.6,COD,1,0,983,Tier3,1,3.6,1
ORD106063,478.13,Footwear,15.6,COD,2,0,76,Metro,8,3.6,1
ORD106064,3245.74,Beauty,18.9,COD,2,0,975,Metro,2,4.6,0
ORD106065,1628.31,Groceries,11.1,Prepaid,6,1,325,Tier2,8,4.2,0
ORD106066,2476.38,Books,35.0,COD,3,1,519,Metro,9,3.4,0
ORD106067,756.01,Groceries,15.0,COD,2,1,68,Tier3,4,4.1,0
ORD106068,2056.64,Books,48.2,COD,3,0,286,Metro,5,3.9,0
ORD106069,455.07,Home,19.6,Prepaid,5,0,19,Tier3,6,3.5,1
ORD106070,520.08,Electronics,11.7,Prepaid,6,0,437,Tier2,6,3.7,0
ORD106071,2769.28,Books,16.3,Prepaid,5,0,864,Tier3,2,5.0,0
ORD106072,487.28,Apparel,25.9,COD,5,0,228,Tier2,5,4.2,1
ORD106073,869.43,Books,3.8,Prepaid,4,0,407,Tier2,6,4.0,0
ORD106074,5223.55,Groceries,20.8,COD,2,0,100,Metro,1,3.9,0
ORD106075,1517.39,Beauty,13.1,Prepaid,1,0,728,Tier3,3,4.7,0
ORD106076,495.83,Footwear,20.6,Prepaid,6,0,76,Metro,4,3.2,0
ORD106077,3042.71,Apparel,4.2,Prepaid,0,0,272,Tier2,5,2.4,1
ORD106078,3494.59,Electronics,34.6,Prepaid,6,0,170,Metro,5,4.5,0
ORD106079,1877.52,Apparel,7.1,COD,3,2,140,Metro,3,4.5,0
ORD106080,2106.2,Apparel,34.7,Prepaid,3,0,359,Metro,3,4.6,0
ORD106081,509.35,Electronics,24.6,Prepaid,4,0,15,Metro,3,3.9,0
ORD106082,2758.5,Beauty,8.0,COD,0,0,100,Tier2,9,3.4,0
ORD106083,1759.0,Home,15.3,Prepaid,4,0,440,Tier3,9,4.1,0
ORD106084,1776.85,Electronics,12.2,Prepaid,5,0,134,Tier3,5,4.4,1
ORD106085,921.4,Books,15.2,COD,2,0,281,Tier3,5,5.0,0
ORD106086,386.98,Groceries,29.1,COD,8,1,459,Metro,1,3.5,0
ORD106087,951.52,Footwear,41.5,Prepaid,4,0,367,Tier3,2,4.9,1
ORD106088,1108.79,Books,11.9,Prepaid,3,2,863,Metro,2,3.6,0
ORD106089,799.49,Groceries,5.5,Prepaid,4,1,50,Metro,2,3.5,0
ORD106090,478.69,Footwear,27.5,COD,4,0,8,Tier2,8,4.6,1
ORD106091,1165.66,Books,14.7,COD,2,1,266,Metro,8,4.4,0
ORD106092,1808.63,Electronics,4.4,Prepaid,4,0,64,Metro,7,3.9,0
ORD106093,246.36,Books,22.6,COD,3,0,440,Metro,1,3.4,0
ORD106094,2240.32,Groceries,30.4,COD,4,0,78,Tier3,3,4.4,1
ORD106095,2601.47,Apparel,21.4,COD,2,0,90,Tier2,6,3.9,1
ORD106096,1421.47,Footwear,24.8,Prepaid,2,2,569,Metro,1,4.4,0
ORD106097,3452.9,Groceries,24.5,Prepaid,3,0,224,Metro,6,3.0,0
ORD106098,1740.84,Beauty,12.6,COD,5,2,165,Tier2,1,4.0,0
ORD106099,805.03,Groceries,16.6,Prepaid,3,1,82,Metro,3,4.1,0
ORD106100,277.45,Footwear,19.5,COD,6,1,539,Metro,5,3.9,1
ORD106101,2242.75,Apparel,35.6,COD,2,0,257,Metro,8,4.5,0
ORD106102,1878.22,Beauty,2.1,COD,3,0,350,Tier2,4,4.6,0
ORD106103,976.57,Electronics,7.0,COD,4,0,133,Metro,4,4.6,0
ORD106104,795.97,Home,18.8,Prepaid,6,0,799,Tier2,1,4.1,0
ORD106105,1944.99,Groceries,45.8,COD,4,1,115,Metro,7,4.3,0
ORD106106,1762.12,Books,12.2,Prepaid,2,2,45,Metro,3,3.4,0
ORD106107,725.42,Beauty,23.0,Prepaid,4,3,263,Metro,7,3.9,0
ORD106108,1827.17,Home,5.3,Prepaid,3,0,28,Tier2,4,5.0,0
ORD106109,346.84,Apparel,17.6,Prepaid,4,0,90,Tier3,9,3.3,0
ORD106110,5563.07,Footwear,21.9,Prepaid,3,0,339,Tier2,4,3.7,1
ORD106111,769.23,Beauty,32.1,COD,7,0,142,Metro,6,3.1,0
ORD106112,2582.07,Beauty,19.4,Prepaid,3,1,189,Tier3,9,3.5,0
ORD106113,1503.03,Books,8.7,COD,6,0,568,Metro,9,3.6,1
ORD106114,250.33,Books,20.7,COD,2,0,272,Tier2,8,2.7,0
ORD106115,1062.08,Apparel,34.7,COD,4,0,199,Tier2,8,4.3,1
ORD106116,2255.25,Home,6.6,Prepaid,3,1,25,Metro,9,3.2,0
ORD106117,1060.85,Beauty,16.4,Prepaid,5,0,274,Metro,4,4.3,0
ORD106118,1400.03,Footwear,8.4,Prepaid,6,0,952,Tier2,2,4.7,0
ORD106119,2545.8,Groceries,30.6,COD,3,0,77,Metro,2,3.8,0
ORD106120,1035.39,Apparel,11.9,COD,3,0,222,Metro,1,3.6,0
ORD106121,1156.91,Electronics,13.5,Prepaid,7,0,388,Metro,7,3.1,1
ORD106122,137.97,Electronics,10.8,Prepaid,3,1,199,Metro,3,4.7,0
ORD106123,4480.32,Apparel,6.2,COD,5,0,312,Tier2,2,3.7,0
ORD106124,1826.37,Home,13.5,Prepaid,8,0,687,Metro,2,3.6,0
ORD106125,1563.86,Books,20.6,Prepaid,4,1,701,Tier2,5,4.6,0
ORD106126,2099.09,Footwear,15.1,COD,5,0,15,Metro,3,4.3,0
ORD106127,2341.55,Books,27.1,Prepaid,1,0,355,Metro,4,3.8,1
ORD106128,3362.42,Home,4.6,COD,5,1,204,Metro,3,4.0,0
ORD106129,634.54,Home,22.6,Prepaid,6,0,983,Metro,8,3.8,0
ORD106130,3234.86,Apparel,4.5,COD,3,0,54,Metro,9,4.9,1
ORD106131,1425.41,Home,33.5,COD,8,0,464,Tier3,3,3.4,0
ORD106132,808.32,Apparel,43.9,COD,4,0,391,Metro,7,4.2,1
ORD106133,3177.54,Beauty,12.7,COD,3,0,165,Tier3,8,3.4,1
ORD106134,1671.9,Apparel,33.6,Prepaid,4,0,172,Metro,3,4.8,1
ORD106135,1645.76,Electronics,7.2,COD,4,0,251,Tier2,6,4.8,0
ORD106136,888.74,Apparel,6.0,COD,4,0,223,Tier2,3,4.8,1
ORD106137,1102.99,Beauty,16.2,COD,3,1,113,Tier2,8,4.8,0
ORD106138,935.53,Footwear,7.8,Prepaid,5,3,52,Metro,8,3.8,0
ORD106139,655.44,Books,23.1,Prepaid,10,0,358,Tier2,7,3.0,0
ORD106140,1357.18,Home,31.7,COD,7,2,578,Metro,5,4.2,1
ORD106141,765.73,Electronics,8.6,Prepaid,6,0,117,Tier2,7,3.8,0
ORD106142,414.49,Footwear,11.3,COD,5,1,180,Metro,6,4.6,1
ORD106143,2774.28,Groceries,24.4,COD,1,1,273,Metro,5,3.7,1
ORD106144,414.13,Groceries,5.8,COD,3,0,92,Metro,2,3.8,0
ORD106145,971.58,Books,4.3,Prepaid,3,0,73,Metro,6,3.9,0
ORD106146,2390.61,Home,10.7,Prepaid,5,1,11,Metro,8,4.1,1
ORD106147,579.82,Electronics,18.1,Prepaid,4,0,247,Tier2,9,3.5,1
ORD106148,4944.34,Home,29.6,Prepaid,1,0,370,Tier3,4,4.8,0
ORD106149,1807.03,Home,26.6,Prepaid,3,0,63,Metro,3,3.1,0
ORD106150,1028.63,Apparel,30.3,Prepaid,2,0,195,Tier3,8,5.0,0
ORD106151,373.24,Books,36.9,Prepaid,3,0,897,Tier3,1,4.8,0
ORD106152,451.0,Groceries,26.2,Prepaid,2,0,265,Tier2,7,2.6,0
ORD106153,232.58,Footwear,8.2,Prepaid,6,0,8,Tier2,4,3.6,0
ORD106154,1003.33,Home,18.1,Prepaid,1,0,130,Metro,8,3.6,0
ORD106155,1672.11,Groceries,15.3,Prepaid,6,2,648,Tier2,3,3.6,0
ORD106156,983.98,Books,34.0,Prepaid,5,0,126,Tier2,9,4.5,0
ORD106157,859.64,Footwear,36.8,Prepaid,4,1,125,Metro,7,4.5,1
ORD106158,827.37,Books,5.7,Prepaid,1,0,39,Metro,7,4.2,0
ORD106159,672.89,Groceries,11.0,COD,2,0,70,Tier2,6,4.1,0
ORD106160,602.25,Apparel,17.7,Prepaid,2,0,152,Tier2,2,3.2,0
ORD106161,904.9,Apparel,42.0,Prepaid,4,1,290,Tier2,8,2.9,1
ORD106162,1723.45,Beauty,3.1,COD,5,0,469,Tier2,4,4.9,0
ORD106163,1842.1,Books,4.4,Prepaid,2,1,30,Tier3,1,4.1,0
ORD106164,2081.23,Apparel,19.2,COD,5,0,84,Tier3,2,4.0,1
ORD106165,869.13,Groceries,19.9,COD,4,1,42,Metro,8,4.7,0
ORD106166,1506.47,Home,34.0,COD,3,0,175,Tier2,2,4.0,0
ORD106167,292.39,Books,3.6,Prepaid,3,0,365,Metro,1,3.8,0
ORD106168,4394.91,Beauty,41.2,Prepaid,2,0,211,Metro,4,4.0,0
ORD106169,1874.75,Groceries,20.0,COD,1,1,546,Tier3,7,4.6,0
ORD106170,2633.72,Groceries,8.1,Prepaid,6,0,54,Tier2,3,3.3,0
ORD106171,587.2,Apparel,10.9,COD,5,1,10,Tier3,1,4.0,1
ORD106172,558.12,Beauty,37.9,Prepaid,7,1,265,Tier3,7,2.7,0
ORD106173,984.05,Footwear,24.9,Prepaid,5,1,41,Metro,1,4.2,1
ORD106174,1869.8,Apparel,13.8,COD,6,0,284,Metro,7,4.5,1
ORD106175,900.57,Footwear,28.8,COD,4,0,110,Metro,6,4.2,1
ORD106176,1915.01,Apparel,41.2,Prepaid,2,0,51,Metro,1,4.7,1
ORD106177,691.7,Home,23.5,Prepaid,3,0,67,Metro,8,4.0,0
ORD106178,1378.27,Beauty,23.4,COD,3,1,187,Tier2,9,3.5,1
ORD106179,1315.68,Home,27.4,COD,4,0,274,Metro,9,4.6,0
ORD106180,816.78,Books,30.2,Prepaid,2,2,121,Metro,8,4.6,1
ORD106181,1639.35,Electronics,10.0,COD,3,1,144,Tier3,3,3.9,1
ORD106182,1360.31,Books,13.2,COD,7,0,28,Tier2,5,3.5,0
ORD106183,3756.27,Electronics,33.2,COD,2,0,19,Tier2,9,4.0,1
ORD106184,498.51,Home,26.4,COD,4,1,99,Tier2,5,3.0,1
ORD106185,520.41,Home,21.9,Prepaid,5,1,267,Tier3,2,3.5,0
ORD106186,2710.78,Home,10.3,COD,5,0,245,Tier3,7,3.4,0
ORD106187,1106.93,Home,27.3,COD,3,2,43,Tier2,8,4.2,0
ORD106188,1042.0,Beauty,31.5,Prepaid,6,1,325,Tier2,5,4.7,0
ORD106189,3413.09,Beauty,20.6,COD,5,1,344,Metro,9,3.5,0
ORD106190,1752.52,Home,18.4,COD,1,1,481,Tier2,7,3.8,1
ORD106191,772.76,Electronics,47.0,COD,1,1,283,Tier2,3,4.6,1
ORD106192,3744.34,Electronics,32.2,COD,3,1,150,Tier3,1,4.4,0
ORD106193,2509.66,Home,4.2,COD,1,0,5,Metro,2,3.7,0
ORD106194,4527.97,Beauty,27.2,COD,8,0,255,Tier2,5,4.2,1
ORD106195,1854.82,Apparel,6.8,Prepaid,3,0,389,Metro,2,3.1,1
ORD106196,7338.54,Footwear,11.8,COD,5,0,390,Metro,5,4.9,1
ORD106197,2286.46,Books,21.3,Prepaid,4,0,163,Metro,2,4.3,0
ORD106198,1698.86,Home,23.0,COD,4,0,344,Tier3,8,4.4,1
ORD106199,1915.43,Beauty,34.8,COD,2,1,111,Metro,9,3.2,1
ORD106200,574.13,Home,2.6,COD,4,1,1,Tier3,9,2.9,1
ORD106201,2901.44,Apparel,45.9,COD,5,1,217,Tier2,3,3.5,1
ORD106202,2800.98,Groceries,3.4,Prepaid,5,1,95,Metro,9,4.6,0
ORD106203,2769.59,Electronics,35.9,Prepaid,5,2,321,Tier3,6,3.2,0
ORD106204,453.96,Groceries,19.7,COD,2,0,331,Metro,3,4.3,0
ORD106205,1555.32,Groceries,26.3,Prepaid,3,1,391,Tier2,7,4.3,0
ORD106206,2424.95,Footwear,26.6,Prepaid,3,0,288,Tier3,4,3.2,0
ORD106207,976.98,Home,22.1,Prepaid,5,1,61,Metro,8,4.2,1
ORD106208,627.37,Groceries,7.8,COD,6,0,99,Tier3,1,4.5,0
ORD106209,1051.36,Electronics,6.0,Prepaid,2,0,18,Tier3,4,3.9,0
ORD106210,2610.06,Groceries,29.1,COD,5,1,95,Tier2,8,3.2,1
ORD106211,3507.45,Books,16.9,COD,3,0,68,Tier2,1,2.8,0
ORD106212,2321.46,Apparel,12.8,COD,4,0,21,Metro,1,4.6,1
ORD106213,2861.07,Groceries,2.4,COD,5,3,22,Metro,2,3.7,1
ORD106214,245.59,Groceries,37.2,Prepaid,6,2,244,Metro,3,4.7,0
ORD106215,1694.81,Books,15.7,Prepaid,2,0,557,Tier2,2,3.4,0
ORD106216,511.06,Footwear,26.1,Prepaid,5,0,415,Metro,1,4.1,1
ORD106217,1140.53,Beauty,26.5,Prepaid,3,1,134,Metro,6,3.9,0
ORD106218,561.42,Groceries,19.8,Prepaid,5,0,46,Tier3,7,4.0,0
ORD106219,1220.76,Groceries,21.5,Prepaid,3,1,57,Tier2,6,4.2,0
ORD106220,2594.1,Books,17.0,Prepaid,4,2,271,Metro,7,4.4,0
ORD106221,404.23,Books,1.9,Prepaid,5,0,39,Tier3,2,4.6,1
ORD106222,1729.6,Home,19.3,Prepaid,2,1,207,Tier3,8,5.0,1
ORD106223,1189.14,Books,15.4,Prepaid,4,0,418,Metro,9,4.8,1
ORD106224,1940.95,Electronics,10.6,Prepaid,4,0,633,Metro,5,2.9,0
ORD106225,1596.61,Groceries,6.6,COD,5,0,108,Tier3,3,4.0,0
ORD106226,1418.16,Beauty,27.7,Prepaid,4,0,1023,Metro,6,4.0,0
ORD106227,1133.6,Apparel,17.5,Prepaid,6,1,72,Metro,6,4.6,0
ORD106228,4289.62,Apparel,24.1,COD,5,0,18,Tier3,3,4.6,0
ORD106229,2636.78,Groceries,34.8,Prepaid,4,1,1632,Metro,1,3.7,0
ORD106230,2047.37,Footwear,12.4,COD,5,0,466,Metro,3,3.7,0
ORD106231,1592.47,Groceries,30.3,COD,3,1,68,Tier3,4,3.6,1
ORD106232,2854.14,Footwear,4.3,COD,4,0,103,Tier2,1,4.2,0
ORD106233,1033.16,Home,19.3,Prepaid,3,1,343,Tier3,5,3.9,0
ORD106234,3574.31,Electronics,10.2,COD,3,1,342,Metro,4,3.5,1
ORD106235,2003.89,Footwear,45.6,Prepaid,2,1,26,Metro,9,5.0,1
ORD106236,2843.82,Footwear,43.8,COD,4,1,1267,Metro,4,4.2,1
ORD106237,1437.58,Apparel,51.9,Prepaid,6,0,282,Tier2,6,4.3,1
ORD106238,3079.1,Beauty,18.1,Prepaid,3,1,12,Metro,5,3.6,0
ORD106239,1548.28,Home,45.1,Prepaid,2,2,176,Tier2,7,3.5,1
ORD106240,1734.97,Footwear,5.2,COD,6,0,406,Tier3,8,4.3,1
ORD106241,1989.29,Beauty,18.5,Prepaid,5,1,163,Metro,5,4.3,0
ORD106242,956.74,Groceries,4.5,COD,2,2,349,Metro,5,3.0,0
ORD106243,946.47,Groceries,23.2,Prepaid,6,1,394,Metro,7,4.0,0
ORD106244,141.33,Groceries,45.6,Prepaid,2,0,115,Metro,3,4.1,0
ORD106245,2566.12,Groceries,3.3,Prepaid,3,0,47,Tier2,5,4.2,0
ORD106246,866.01,Home,16.7,Prepaid,5,0,80,Metro,2,4.4,0
ORD106247,1674.38,Home,1.8,Prepaid,3,3,245,Metro,6,4.1,1
ORD106248,2651.35,Groceries,17.9,COD,3,0,92,Metro,6,4.0,0
ORD106249,1476.11,Books,15.2,COD,3,1,201,Tier2,3,4.3,0
ORD106250,2641.82,Home,41.1,COD,3,0,142,Tier2,3,2.9,0
ORD106251,223.0,Groceries,2.5,COD,6,2,249,Tier2,3,3.5,0
ORD106252,1527.85,Apparel,4.2,Prepaid,1,0,158,Metro,4,3.6,1
ORD106253,1439.42,Apparel,28.4,Prepaid,4,1,86,Metro,7,4.9,1
ORD106254,554.12,Footwear,12.2,Prepaid,3,1,854,Tier2,4,3.2,0
ORD106255,836.39,Beauty,29.0,Prepaid,3,0,483,Tier2,1,3.6,0
ORD106256,1819.36,Electronics,38.1,COD,2,0,651,Tier2,7,4.8,0
ORD106257,457.85,Beauty,38.0,COD,2,0,1535,Tier2,5,4.5,0
ORD106258,1518.93,Home,30.6,Prepaid,5,0,367,Tier2,6,4.6,0
ORD106259,1651.16,Electronics,13.0,COD,3,0,84,Metro,1,3.6,0
ORD106260,1800.12,Footwear,31.0,Prepaid,2,1,625,Tier3,3,4.1,1
ORD106261,1053.27,Beauty,13.0,Prepaid,2,0,191,Tier3,5,4.3,0
ORD106262,839.22,Books,29.9,Prepaid,5,0,151,Metro,6,4.2,0
ORD106263,1000.19,Footwear,19.8,COD,10,0,210,Tier2,5,3.6,0
ORD106264,291.56,Groceries,14.9,COD,4,0,11,Metro,8,4.1,1
ORD106265,1880.51,Apparel,12.8,Prepaid,4,1,911,Tier3,3,3.9,0
ORD106266,759.56,Footwear,23.2,COD,4,0,8,Metro,4,3.8,0
ORD106267,2670.93,Footwear,23.4,COD,3,2,403,Tier2,8,3.8,0
ORD106268,1995.22,Electronics,26.8,COD,2,0,424,Metro,2,3.8,0
ORD106269,3010.52,Home,17.6,COD,3,0,94,Metro,7,4.8,1
ORD106270,1718.27,Groceries,3.9,Prepaid,6,1,310,Tier2,8,4.0,0
ORD106271,1183.45,Footwear,22.3,COD,3,1,40,Tier3,5,2.1,0
ORD106272,322.7,Beauty,22.6,Prepaid,0,0,200,Tier2,7,3.8,0
ORD106273,302.15,Groceries,27.3,COD,5,2,102,Tier2,7,4.5,1
ORD106274,2213.82,Beauty,37.8,COD,9,2,226,Metro,2,4.8,1
ORD106275,459.22,Footwear,9.1,COD,5,0,299,Metro,7,3.3,0
ORD106276,1757.82,Home,17.2,Prepaid,1,1,70,Metro,4,4.1,1
ORD106277,569.17,Electronics,23.7,Prepaid,2,2,27,Metro,6,4.8,1
ORD106278,655.38,Electronics,12.2,Prepaid,8,0,387,Tier3,6,5.0,0
ORD106279,3812.31,Groceries,10.1,COD,5,1,259,Metro,8,3.2,0
ORD106280,2617.0,Electronics,29.4,COD,7,0,322,Metro,2,3.5,0
ORD106281,1287.28,Groceries,8.3,COD,3,1,301,Tier3,6,3.3,1
ORD106282,592.89,Groceries,18.6,Prepaid,3,1,6,Metro,8,3.7,0
ORD106283,4903.22,Footwear,13.8,COD,3,0,456,Metro,2,3.2,1
ORD106284,794.48,Books,17.2,Prepaid,8,1,339,Tier2,8,3.7,0
ORD106285,921.62,Home,21.9,COD,1,1,137,Metro,5,3.4,1
ORD106286,2988.09,Electronics,34.7,Prepaid,4,3,221,Tier2,6,3.6,1
ORD106287,793.54,Footwear,8.8,COD,0,0,477,Tier2,7,4.3,1
ORD106288,2307.21,Electronics,30.0,Prepaid,3,0,332,Tier2,4,3.4,0
ORD106289,2253.87,Electronics,33.8,COD,3,0,1454,Tier3,1,3.6,0
ORD106290,889.54,Home,5.5,Prepaid,7,0,246,Tier3,1,3.9,0
ORD106291,5330.6,Beauty,52.5,Prepaid,1,1,436,Metro,5,5.0,0
ORD106292,521.45,Beauty,16.8,Prepaid,4,0,31,Metro,3,3.8,1
ORD106293,1140.62,Footwear,4.8,COD,4,0,874,Metro,2,4.9,0
ORD106294,607.51,Footwear,26.8,Prepaid,6,1,786,Tier3,6,3.7,0
ORD106295,2202.44,Electronics,11.7,Prepaid,8,0,190,Metro,5,4.9,0
ORD106296,5636.58,Beauty,25.0,COD,2,0,155,Metro,1,3.1,0
ORD106297,1612.78,Books,1.5,COD,6,0,144,Metro,1,4.4,0
ORD106298,1457.29,Apparel,8.1,Prepaid,4,0,502,Tier3,1,2.5,1
ORD106299,2948.03,Groceries,29.1,Prepaid,3,0,65,Metro,5,5.0,0
ORD106300,4556.59,Groceries,19.5,Prepaid,3,0,37,Metro,1,4.7,0
ORD106301,855.43,Footwear,31.8,Prepaid,3,0,65,Tier2,5,4.6,0
ORD106302,1397.94,Footwear,27.6,Prepaid,2,1,22,Metro,8,2.9,0
ORD106303,3661.83,Beauty,20.4,Prepaid,5,0,477,Metro,9,3.9,0
ORD106304,5816.13,Apparel,45.5,COD,2,1,103,Metro,4,2.3,1
ORD106305,1775.11,Books,12.1,Prepaid,1,1,22,Metro,1,4.1,0
ORD106306,2129.68,Footwear,8.6,COD,2,2,11,Metro,5,3.3,1
ORD106307,2317.49,Electronics,20.5,Prepaid,5,0,77,Metro,3,3.5,0
ORD106308,1403.08,Apparel,19.4,Prepaid,3,0,25,Tier3,7,3.7,1
ORD106309,1116.43,Home,26.1,COD,4,0,538,Metro,4,4.2,0
ORD106310,1279.84,Footwear,15.2,COD,2,0,216,Tier2,9,4.4,1
ORD106311,3152.22,Home,20.3,COD,1,1,74,Tier2,2,3.2,1
ORD106312,2210.54,Home,18.1,Prepaid,2,0,245,Metro,8,4.3,1
ORD106313,1198.44,Groceries,25.8,COD,4,1,555,Tier3,2,4.4,0
ORD106314,1371.63,Beauty,15.5,Prepaid,3,2,414,Metro,6,4.7,0
ORD106315,3077.75,Books,9.0,Prepaid,4,0,435,Metro,7,3.4,0
ORD106316,2611.89,Beauty,20.7,Prepaid,4,1,447,Tier2,8,5.0,0
ORD106317,480.9,Apparel,8.8,COD,1,0,12,Tier2,4,3.1,0
ORD106318,985.58,Beauty,14.7,COD,3,0,286,Metro,1,4.4,0
ORD106319,1304.21,Beauty,28.2,Prepaid,3,0,743,Tier2,4,3.5,0
ORD106320,1524.2,Beauty,14.4,Prepaid,3,0,36,Tier2,6,3.9,0
ORD106321,1205.58,Books,18.0,COD,6,1,637,Tier3,4,4.3,0
ORD106322,2761.97,Electronics,22.7,Prepaid,2,0,204,Tier2,4,4.9,0
ORD106323,1368.28,Books,29.4,COD,1,0,5,Tier3,4,3.9,0
ORD106324,100.73,Apparel,26.0,Prepaid,3,0,121,Metro,2,4.4,0
ORD106325,1686.83,Apparel,30.0,Prepaid,5,0,196,Metro,8,4.3,0
ORD106326,492.79,Electronics,12.1,COD,3,0,475,Tier2,8,4.1,0
ORD106327,817.19,Electronics,26.1,COD,3,1,60,Tier3,7,4.4,0
ORD106328,1152.93,Footwear,36.5,COD,1,1,674,Metro,7,4.1,1
ORD106329,2252.49,Apparel,20.5,COD,5,0,1330,Metro,6,3.4,0
ORD106330,3121.95,Home,18.4,Prepaid,9,0,1113,Tier2,1,3.9,1
ORD106331,3517.15,Beauty,38.3,Prepaid,4,0,378,Tier2,7,4.5,0
ORD106332,393.28,Groceries,31.0,Prepaid,4,0,179,Tier2,2,4.0,0
ORD106333,1257.26,Beauty,15.1,COD,1,1,466,Metro,4,5.0,0
ORD106334,2204.03,Footwear,16.2,Prepaid,3,0,1280,Metro,1,4.0,1
ORD106335,1361.09,Footwear,31.0,Prepaid,8,2,65,Metro,7,4.1,0
ORD106336,637.02,Apparel,23.0,Prepaid,7,0,479,Tier2,8,2.7,0
ORD106337,7448.45,Groceries,20.1,COD,1,0,13,Tier3,5,3.9,0
ORD106338,787.68,Beauty,10.9,COD,2,1,107,Metro,3,4.0,0
ORD106339,2289.2,Home,24.4,COD,4,0,334,Metro,6,3.6,0
ORD106340,2519.49,Apparel,18.1,COD,8,0,549,Tier3,6,3.8,0
ORD106341,368.19,Groceries,14.2,COD,5,0,283,Metro,4,5.0,1
ORD106342,589.06,Groceries,18.0,COD,3,0,558,Metro,2,3.5,0
ORD106343,2238.23,Footwear,43.9,Prepaid,4,0,552,Tier2,1,4.2,1
ORD106344,122.5,Beauty,8.1,Prepaid,5,1,103,Tier2,1,3.6,0
ORD106345,1796.14,Groceries,22.1,COD,5,0,455,Metro,9,3.2,0
ORD106346,4061.52,Books,24.4,Prepaid,5,1,82,Metro,1,4.8,0
ORD106347,406.25,Beauty,39.5,Prepaid,3,3,155,Metro,7,3.5,1
ORD106348,2401.69,Apparel,32.9,COD,4,1,283,Metro,9,4.2,0
ORD106349,359.44,Electronics,5.7,Prepaid,6,1,217,Tier3,4,4.4,0
ORD106350,1508.18,Books,21.9,COD,5,0,147,Tier2,4,4.4,1
ORD106351,1474.81,Home,15.1,COD,7,0,310,Tier3,8,3.6,0
ORD106352,909.09,Apparel,2.8,Prepaid,5,1,1002,Metro,9,3.7,0
ORD106353,1451.72,Apparel,28.0,Prepaid,3,3,1153,Metro,7,3.3,1
ORD106354,1442.52,Apparel,10.2,Prepaid,3,0,27,Metro,1,3.9,0
ORD106355,748.47,Groceries,29.4,Prepaid,2,0,409,Metro,7,5.0,0
